"行政區域","平均綜合所得","非營業用電_里變異","X2戶一宅比例...","綜合所得總額","平均數","中位數","第三分位數","總計.","博士比例","碩士比例","大學比例","大學以下比例","X2人一宅宅數比例...","X3人一宅宅數比例...","X1戶一宅比例...","X4戶一宅比例...","X5戶一宅比例...","X6戶以上一宅比例...","每戶平均老年人口數.人.","無老年人口戶數比例...","二位老年人口戶數比例...","三位以上老年人口戶數比例...","二名老年人口宅數比例...","喪偶比例...","平均教育程度","扶養比","成年人平均綜合所得","碩士以下","博士以下","碩博比例","老年比例","戶均用電","零售排名","商家比例","公園數量比例","公園佔地比例","分群","離群"
"大安區義村里",452.510512483574,193.083759246104,0.173,2754884,1240,721,1454,5440,0.0175,0.1373,0.3904,0.4548,0.199,0.17,0.788,0.007,0.001,0,0.47,0.649,0.082,0.013,0.261,0.11,2.5429,0.407304669440592,636.820157189089,0.8452,0.9825,0.1548,0.451157316594743,872.479795998431,3,0.734405649274225,0,0,3,0
"大安區永康里",483.75,226.854586395981,0.208,1952415,1459,813,1677,3241,0.0219,0.1583,0.4057,0.4141,0.158,0.168,0.71,0.016,0.006,0,0.39,0.696,0.062,0.009,0.185,0.086,2.7697,0.521296645307199,735.927252167358,0.8198,0.9781,0.1802,0.376938637896156,1178.13216453136,2131,0,0,0,4,0
"大安區正聲里",626.628388845856,245.00679870124,0.166,3235909,1741,840,1830,4301,0.0186,0.1595,0.4248,0.3971,0.185,0.17,0.791,0.005,0.001,0,0.44,0.664,0.089,0.006,0.296,0.095,2.8236,0.482204362801378,928.791331802526,0.8219,0.9814,0.1781,0.431432973805855,1340.26296866975,311,0,0,0,4,0
"大安區住安里",449.544744962788,191.348695187059,0.17,2476542,1391,734,1442,4758,0.016,0.1139,0.3575,0.5126,0.202,0.156,0.799,0.003,0.001,0,0.41,0.668,0.069,0.005,0.178,0.12,2.2574,0.451264488935722,652.40832455216,0.8701,0.984,0.1299,0.40165721761884,1009.83776711731,383,0,0,0,3,0
"大同區保安里",351.710344827586,212.555918313042,0.199,1529940,1177,632,1110,3802,0.0105,0.0802,0.2849,0.6244,0.147,0.16,0.72,0.022,0.003,0.003,0.43,0.645,0.07,0.004,0.182,0.128,1.7153,0.420176297747307,499.49069539667,0.9093,0.9895,0.0907,0.428485576923077,830.278846153846,614,0.0192307692307692,0,0,1,0
"大同區朝陽里",353.908536585366,231.55275831863,0.162,1625148,1126,636,1160,4077,0.0096,0.0854,0.3137,0.5914,0.189,0.143,0.815,0.004,0.001,0,0.33,0.732,0.05,0.005,0.145,0.099,1.8536,0.363825363825364,482.669438669439,0.9051,0.9905,0.095,0.320461384152457,1028.26579739218,338,0.000501504513540622,0.000501504513540622,0.0474643428848247,2,0
"大同區大有里",317.345948012232,235.10931721814,0.175,1660354,963,586,1128,4477,0.0049,0.0668,0.3132,0.6151,0.172,0.16,0.747,0.016,0.004,0.002,0.39,0.691,0.065,0.006,0.135,0.108,1.6977,0.406829792955095,446.451734337187,0.9283,0.9951,0.0717,0.377006732263076,1180.76954945624,1208,0.117555670636976,0.00103573278094252,0.0225432593472686,1,1
"大同區光能里",282.508564139942,213.173989727728,0.187,1550407,919,609,1106,4526,0.0084,0.076,0.2899,0.6257,0.14,0.161,0.738,0.016,0.006,0.001,0.37,0.706,0.065,0.004,0.198,0.097,1.6912,0.448785638859556,409.294350580781,0.9156,0.9916,0.0844,0.356826022671267,789.451946771809,1445,0.0300640709709216,0,0,1,0
"大同區國慶里",340.477928321678,189.810862833134,0.148,1558027,1040,671,1288,3989,0.0105,0.0938,0.3241,0.5716,0.198,0.148,0.815,0.006,0.001,0,0.32,0.732,0.044,0.002,0.226,0.099,1.9537,0.349852507374631,459.594985250737,0.8957,0.9895,0.1043,0.311982330204307,815.092766427388,2835,0.31695196024296,0.000552181115405853,0.0182285911708886,2,0
"大同區國順里",173.732858990944,210.23556152545,0.23,537182,683,520,898,2729,0.0022,0.0436,0.2191,0.7351,0.149,0.149,0.7,0.016,0.003,0.003,0.4,0.663,0.055,0.002,0.113,0.15,1.1578,0.35971855760774,236.227792436236,0.9542,0.9978,0.0458,0.384885764499121,1030.09226713533,4049,0,0,0,1,0
"大同區建功里",293.121559633028,217.717779373242,0.162,1405811,950,633,1129,4225,0.0073,0.0791,0.2878,0.6258,0.189,0.129,0.781,0.012,0.005,0.001,0.35,0.702,0.05,0.003,0.168,0.098,1.6915,0.397028837751238,409.499271773959,0.9136,0.9927,0.0864,0.342784810126582,1070.50734177215,1002,0.316962025316456,0,0,2,0
"大同區建明里",431.477876106195,340.599352606956,0.138,1560224,1264,601,1189,3126,0.0096,0.0883,0.3391,0.563,0.182,0.15,0.802,0.013,0.003,0.003,0.36,0.707,0.059,0.005,0.139,0.094,1.9726,0.383320581484315,596.872226472839,0.9021,0.9904,0.0979,0.352084712111185,1699.40966247518,218,0.0727994705493051,0,0,2,1
"大同區建泰里",348.439461883408,254.270796951933,0.168,1398636,1054,673,1235,3334,0.0108,0.0939,0.3317,0.5636,0.169,0.136,0.778,0.009,0.002,0.001,0.34,0.72,0.051,0.004,0.142,0.095,1.9874,0.437164339419979,500.764769065521,0.8953,0.9892,0.1047,0.327362569487338,1290.58616429895,457,0.000617665225447807,0,0,2,1
"大同區景星里",194.063179347826,180.511808174251,0.222,571322,748,542,931,2544,0.0063,0.0621,0.2233,0.7083,0.163,0.151,0.666,0.024,0.009,0.007,0.41,0.666,0.054,0.002,0.182,0.123,1.3225,0.403910348116357,272.447305674773,0.9316,0.9937,0.0684,0.399484536082474,878.689003436426,0,0,0,0,1,0
"大同區老師里",298.875020003201,200.250718058295,0.218,1867670,819.5,592,1016,5409,0.0046,0.0629,0.2662,0.6663,0.145,0.157,0.68,0.017,0.006,0.005,0.38,0.681,0.064,0,0.218,0.129,1.4836,0.37280316344464,410.296572934974,0.9325,0.9954,0.0675,0.371120689655172,741.285775862069,1935,0.218103448275862,0,0,1,0
"大同區鄰江里",244.01851294401,215.677375455165,0.197,1621259,799,559,965,5927,0.0062,0.0631,0.2686,0.6621,0.16,0.163,0.733,0.013,0.006,0.003,0.4,0.68,0.074,0.004,0.154,0.124,1.5088,0.365953947368421,333.318050986842,0.9307,0.9938,0.0693,0.395139161113289,814.221089768718,715,0,0.000392003136025088,0.00737322310609449,1,0
"大同區隆和里",260.78157732594,200.046088979335,0.188,846497,900,583,1049,2787,0.0086,0.0685,0.2842,0.6387,0.149,0.136,0.728,0.021,0.009,0.001,0.44,0.65,0.079,0.003,0.218,0.106,1.6252,0.442025766326077,376.053753887161,0.9229,0.9914,0.0771,0.431438127090301,988.347826086957,1725,0.0125418060200669,0.000836120401337793,0.0161356488507106,1,0
"大同區民權里",322.499647440417,222.666543568714,0.198,2286845,1084,709,1307,5814,0.01,0.0881,0.3206,0.5814,0.152,0.154,0.732,0.015,0.003,0.002,0.29,0.754,0.045,0.001,0.162,0.083,1.901,0.415651826711919,456.547215012977,0.902,0.9901,0.0981,0.283829626837542,933.046739540143,178,0.0821711270260083,0.000376931775348662,0.00744060355762139,2,0
"大同區南芳里",262.298770586871,216.353358739454,0.175,1130770,868,597,1071,3580,0.005,0.081,0.2953,0.6187,0.167,0.165,0.767,0.013,0.002,0.001,0.37,0.703,0.062,0.005,0.138,0.108,1.7122,0.44470509383378,378.94436997319,0.914,0.995,0.086,0.363966142684401,1063.96191051995,0,0.0489721886336155,0,0,1,1
"大同區蓬萊里",332.241728298949,247.452627668699,0.185,1707058,1012,604,1126,4511,0.0073,0.0776,0.3022,0.6129,0.177,0.154,0.763,0.009,0.002,0.001,0.36,0.698,0.054,0.001,0.166,0.104,1.7401,0.364312267657993,453.28146574615,0.9151,0.9927,0.0849,0.349214145383104,1226.94646365422,686,0.0987229862475442,0.000491159135559921,0.0145371746590256,2,1
"大同區雙連里",258.01517479831,193.845200319471,0.217,2686454,890,614,1110,8514,0.0088,0.0699,0.2802,0.6411,0.131,0.142,0.677,0.02,0.007,0.006,0.33,0.731,0.047,0.005,0.151,0.101,1.6194,0.440509131156613,371.673215273935,0.9213,0.9912,0.0787,0.320744820351429,803.83136637818,1053,0.0524521374246001,0.000262260687123,0.0233946753099822,1,0
"大同區斯文里",279.83163538874,216.41373857053,0.186,1565658,946,568,1036,4950,0.0073,0.0644,0.2608,0.6675,0.172,0.163,0.768,0.009,0.001,0.001,0.34,0.718,0.054,0.003,0.143,0.111,1.4953,0.348192771084337,377.266987951807,0.9283,0.9927,0.0717,0.339763261727313,1051.28145550197,944,0.0504164839982464,0.000438404208680403,0.0414342715018624,1,1
"大同區星明里",337.760239445495,215.001471062145,0.159,2144102,1094,675,1274,5295,0.0106,0.0961,0.3188,0.5745,0.173,0.149,0.784,0.012,0.004,0.002,0.27,0.772,0.039,0.002,0.143,0.071,1.9472,0.400088222320247,472.894133215704,0.8933,0.9894,0.1067,0.261389961389961,911.425096525096,1082,0.0459459459459459,0,0,2,0
"大同區延平里",307.777027027027,195.983734684111,0.173,1320979,1022,581,1126,3860,0.007,0.0725,0.2915,0.629,0.195,0.152,0.774,0.012,0.003,0.001,0.34,0.718,0.054,0.001,0.215,0.104,1.664,0.359949302915082,418.561153358682,0.9205,0.993,0.0795,0.322687224669604,967.208700440529,0,0.115088105726872,0.000550660792951542,0.030830304919861,2,0
"大同區揚雅里",248.812230052285,128.106221562857,0.185,1094525,965,586,1044,4025,0.0055,0.0492,0.2313,0.714,0.201,0.17,0.775,0.005,0.003,0.002,0.33,0.71,0.037,0.001,0.182,0.099,1.2699,0.344437652811736,334.512530562347,0.9453,0.9945,0.0547,0.326410835214447,629.385553047404,2984,0,0,0,1,0
"大同區永樂里",513.418175426261,286.518918381689,0.157,2920836,1473,641,1204,4843,0.0116,0.0946,0.3258,0.568,0.198,0.155,0.799,0.007,0.002,0.002,0.39,0.696,0.069,0.005,0.222,0.085,1.9752,0.409214763438197,723.516472628189,0.8938,0.9884,0.1062,0.366622281402574,1160.35197514425,1366,0.0434975588104749,0,0,3,0
"大同區玉泉里",355.409090909091,221.184761622087,0.149,1133755,1061,644,1237,2746,0.0076,0.0805,0.3383,0.5736,0.174,0.155,0.806,0.005,0.002,0,0.38,0.689,0.057,0.003,0.132,0.1,1.9046,0.42347166443552,505.914770191879,0.9119,0.9924,0.0881,0.367315175097276,1038.43190661479,3074,0.0101167315175097,0.000778210116731518,0.00955235582693785,2,0
"大同區至聖里",311.718167608513,221.840410490433,0.172,2592560,950,586,1100,7352,0.0082,0.0828,0.2969,0.6121,0.166,0.17,0.784,0.007,0.002,0.001,0.38,0.686,0.06,0.002,0.192,0.116,1.7582,0.378355982764335,429.658601259529,0.909,0.9918,0.091,0.375,991.513414634146,471,0.126219512195122,0.000609756097560976,0.0118788953439681,2,0
"大同區重慶里",331.04062110079,204.124976420973,0.184,2387796,1041,675,1271,5970,0.0129,0.0931,0.3146,0.5794,0.166,0.168,0.764,0.01,0.002,0.001,0.34,0.726,0.064,0.002,0.302,0.091,1.9331,0.384452975047985,458.310172744722,0.894,0.9871,0.106,0.330927051671733,767.874240121581,3456,0.0269756838905775,0.000379939209726444,0.00210995637110927,2,0
"南港區百福里",261.086608571937,144.44641431723,0.156,1468090,837,605,1047,4944,0.0061,0.0746,0.2866,0.6327,0.163,0.16,0.809,0.003,0,0.001,0.32,0.746,0.063,0.001,0.255,0.098,1.6489,0.346181469954513,351.469954512808,0.9193,0.9939,0.0807,0.303360151443445,698.540463795551,4095,0.0435399905347847,0,0,2,0
"南港區成福里",300.982398379131,165.461900624081,0.158,2376858,917,636,1169,6967,0.0073,0.0871,0.3165,0.5891,0.168,0.183,0.804,0.006,0.001,0,0.33,0.731,0.063,0.001,0.192,0.104,1.8543,0.338021009827177,402.720772619451,0.9056,0.9927,0.0944,0.320344827586207,872.499310344828,1111,0.0362068965517241,0,0,2,0
"南港區東明里",406.573839662447,156.077872352838,0.165,2023518,1143,725,1356,4218,0.0152,0.1185,0.3423,0.5239,0.16,0.169,0.797,0.003,0,0.001,0.32,0.746,0.056,0.006,0.227,0.086,2.217,0.370696777747177,557.289451941614,0.8662,0.9847,0.1337,0.313125988402741,624.199789140749,1515,0.0838165524512388,0.000527148128624143,0.0155285912221065,3,0
"南港區東新里",279.881079671404,179.201972811783,0.21,2146408,910,635,1142,6621,0.0068,0.0687,0.2839,0.6405,0.15,0.165,0.742,0.011,0.001,0.001,0.31,0.743,0.054,0.001,0.171,0.104,1.609,0.353273336862537,378.755602611611,0.9244,0.9931,0.0755,0.299963859775931,702.762920130105,845,0.00722804481387785,0.00108420672208168,0.0203470635998395,2,0
"南港區合成里",374.509722796856,245.862064971289,0.164,2715570,1175,680,1225,6352,0.009,0.0864,0.3119,0.5927,0.181,0.153,0.797,0.005,0,0,0.35,0.716,0.059,0.003,0.193,0.1,1.847,0.36169014084507,509.966197183099,0.9046,0.991,0.0954,0.339957416607523,1056.16820440028,2055,0.0227111426543648,0.00035486160397445,0.00127324010604976,2,0
"南港區鴻福里",335.240763546798,180.601739926848,0.169,1633293,1011,691,1232,4228,0.0078,0.0948,0.3219,0.5754,0.174,0.172,0.804,0.004,0,0,0.36,0.718,0.073,0.001,0.241,0.104,1.9266,0.352206494587843,453.314737718568,0.8973,0.9921,0.1026,0.343232438606511,840.804111936037,1987,0,0,0,2,0
"南港區九如里",258.52839905827,119.985951280012,0.18,1756959,881,625,1102,5804,0.0169,0.072,0.2929,0.6182,0.154,0.157,0.761,0.006,0.003,0.002,0.36,0.703,0.056,0.003,0.18,0.124,1.7557,0.388639149979567,359.002656313854,0.9111,0.9831,0.0889,0.351524879614767,815.045746388443,905,0.000401284109149278,0,0,2,0
"南港區舊莊里",148.865049434308,111.144157684202,0.224,1460515,860,586,1037,8384,0.0087,0.0605,0.2628,0.6681,0.155,0.156,0.668,0.021,0.008,0.004,0.31,0.745,0.047,0.002,0.178,0.116,1.4925,0.356609513274336,201.951742256637,0.9309,0.9914,0.0692,0.300170068027211,677.105442176871,2877,0.0138888888888889,0.000566893424036281,0.00100436870747536,1,0
"南港區聯成里",277.117160198639,143.789239857878,0.176,1506686,870,620,1119,4707,0.0062,0.0809,0.3227,0.5902,0.18,0.179,0.785,0.004,0.001,0,0.37,0.699,0.068,0.003,0.223,0.11,1.832,0.37680425424158,381.536085084832,0.9129,0.9938,0.0871,0.365317341329335,622.220389805097,3950,0.000499750124937531,0,0,2,0
"南港區南港里",307.492514743687,142.192201309029,0.189,2033448,1034,646,1165,5742,0.0066,0.0697,0.298,0.6257,0.178,0.155,0.723,0.014,0.007,0.005,0.3,0.755,0.048,0.002,0.212,0.098,1.6696,0.363786347700557,419.354093627552,0.9237,0.9934,0.0763,0.285766961651917,606.203539823009,2235,0.0490412979351032,0.000368731563421829,0.0116549072430335,2,0
"南港區仁福里",295.764607399967,107.258902983808,0.168,1766602,970,676,1292,5132,0.008,0.0902,0.3155,0.5863,0.167,0.2,0.811,0.002,0,0,0.29,0.759,0.04,0.004,0.165,0.096,1.8752,0.336540613112553,395.301409711345,0.9018,0.992,0.0982,0.281277340332458,571.910761154856,2621,0,0,0,2,0
"南港區三重里",516.322170225212,213.135771846966,0.133,3530611,1695,834,1778,6202,0.0176,0.1475,0.3596,0.4753,0.169,0.131,0.83,0.007,0.003,0.001,0.19,0.836,0.023,0.001,0.083,0.059,2.4818,0.351383399209486,697.749209486166,0.8349,0.9824,0.1651,0.184125964010283,1029.43284061697,277,0.041452442159383,0.0006426735218509,0.00415540676424579,5,0
"南港區萬福里",327.056711639607,238.392412624591,0.177,1430219,965,655,1186,3942,0.0099,0.1005,0.3288,0.5609,0.183,0.177,0.782,0.005,0,0,0.38,0.696,0.07,0.002,0.241,0.121,2.0073,0.353450943980192,442.655215103683,0.8897,0.9902,0.1104,0.357869539198085,1079.57151406343,2082,0.139437462597247,0,0,2,0
"南港區西新里",258.054349951124,202.436741188247,0.203,1319948,816,585,1013,4357,0.005,0.0656,0.2979,0.6314,0.156,0.148,0.74,0.009,0.001,0.001,0.31,0.747,0.058,0.001,0.204,0.098,1.6302,0.366185897435897,352.550213675214,0.9293,0.9949,0.0706,0.302027748132337,803.922091782284,1801,0.00586979722518677,0,0,2,0
"南港區新富里",249.948352418789,133.335703405453,0.223,1069529,837,598,1045,3685,0.0073,0.073,0.2974,0.6223,0.156,0.146,0.677,0.022,0.008,0.003,0.35,0.706,0.059,0.001,0.203,0.115,1.6933,0.386584575502268,346.574530136099,0.9197,0.9927,0.0803,0.342710997442455,780.68094629156,2627,0,0.000639386189258312,0.00524588229746418,1,0
"南港區新光里",353.222503160556,170.027389700097,0.199,1396995,1092,601,1089,3450,0.0067,0.0806,0.3107,0.602,0.175,0.165,0.761,0.008,0,0,0.36,0.726,0.078,0.003,0.277,0.114,1.7867,0.357706831445245,479.572605561277,0.9127,0.9933,0.0873,0.342685370741483,902.373413493654,956,0.0434201736806947,0,0,2,0
"南港區玉成里",287.461375864719,173.952316032921,0.17,1495949,915,653,1186,4425,0.0084,0.0723,0.2963,0.6231,0.167,0.157,0.778,0.009,0.005,0.003,0.31,0.737,0.05,0.001,0.139,0.106,1.6946,0.357683276806679,390.281502739369,0.9194,0.9917,0.0807,0.304865938430983,729.692154915591,2841,0.0143992055610725,0,0,2,0
"南港區中南里",213.131225099602,135.151811969222,0.213,855935,742,557,950,3423,0.0053,0.0526,0.26,0.6822,0.152,0.146,0.707,0.018,0.005,0.002,0.31,0.729,0.042,0.001,0.177,0.121,1.4033,0.358592692828146,289.558525033829,0.9422,0.9948,0.0579,0.312162162162162,761.341216216216,596,0.0114864864864865,0,0,1,0
"南港區中研里",328.241062202934,159.495245848307,0.194,3176717,1017,675,1256,8447,0.0385,0.1032,0.3266,0.5317,0.156,0.17,0.748,0.01,0.003,0.002,0.33,0.741,0.058,0.004,0.291,0.104,2.2721,0.354513645906228,444.60699790063,0.8583,0.9615,0.1417,0.314613180515759,924.686819484241,414,0.0312320916905444,0.000859598853868195,0.0164237241272231,3,0
"南港區重陽里",510.537360594796,259.200258430466,0.098,2746691,1709,1107,2082,4646,0.0172,0.1554,0.376,0.4514,0.184,0.204,0.888,0.003,0,0,0.18,0.849,0.026,0.002,0.158,0.047,2.5912,0.344327836081959,686.329585207396,0.8274,0.9828,0.1726,0.174610244988864,1115.49933184855,0,0.00534521158129176,0.00044543429844098,0.0260831754448584,5,0
"內湖區安湖里",327.90954180444,173.337540104753,0.236,2776738,1090,726,1405,6987,0.0059,0.0925,0.3531,0.5486,0.115,0.165,0.693,0.013,0.001,0,0.22,0.825,0.038,0.002,0.259,0.057,2.0205,0.346263910969793,441.452782193959,0.9017,0.9942,0.0984,0.206732528357117,924.974753018661,1830,0,0.000731796560556165,0.0118859354373355,2,0
"內湖區安泰里",266.391393793931,126.201275041496,0.198,1553861,874,627,1111,4993,0.0062,0.0719,0.3074,0.6145,0.164,0.172,0.741,0.008,0.002,0,0.21,0.826,0.035,0.001,0.244,0.069,1.7168,0.30990343588592,348.947002021109,0.9219,0.9938,0.0781,0.205335874225822,815.508337303478,4466,0.00905192949023344,0.000476417341591234,0.00116521447504357,2,0
"內湖區寶湖里",648.455594002307,264.054046113897,0.089,5622110,1895,1167,2344,7469,0.0344,0.1545,0.4057,0.4054,0.208,0.193,0.893,0.002,0.001,0,0.19,0.842,0.03,0.002,0.177,0.04,2.8594,0.354475863146383,878.317450398375,0.8111,0.9656,0.1889,0.182716746681728,1520.46427562835,966,0.21180457497882,0.000847218299915278,0.00172490591696141,5,1
"內湖區碧山里",325.001231358599,150.718766585006,0.175,2375434,1064,694,1300,6344,0.0084,0.0892,0.3402,0.5623,0.156,0.199,0.785,0.006,0.002,0.002,0.27,0.775,0.045,0.001,0.188,0.093,1.9716,0.315751575157516,427.620882088209,0.9025,0.9917,0.0976,0.262381852551985,882.233648393195,3358,0,0.000378071833648393,0.000699797207076356,2,0
"內湖區大湖里",527.073429615452,192.907023855071,0.127,3029091,1477,865,1670,5039,0.0131,0.127,0.4128,0.4471,0.172,0.184,0.844,0.004,0.001,0.001,0.24,0.802,0.04,0.001,0.2,0.057,2.5311,0.292331909152237,681.153811558354,0.8599,0.9869,0.1401,0.235592438911941,1221.0193637621,1112,0.00553250345781466,0.00138312586445367,0.00273055317469067,5,0
"內湖區東湖里",269.315819273016,152.284732039435,0.216,2378328,874,620,1143,7020,0.0034,0.0744,0.3179,0.6043,0.146,0.155,0.712,0.009,0.001,0,0.19,0.838,0.027,0.001,0.172,0.071,1.7486,0.30539541759054,351.563636363636,0.9222,0.9966,0.0778,0.183613989637306,804.97085492228,1312,0.117875647668394,0.000323834196891192,0.0144069256129222,2,0
"內湖區港都里",393.714980707935,196.111434926421,0.191,2346935,1221,719,1404,4955,0.0089,0.11,0.3657,0.5154,0.149,0.195,0.756,0.007,0.002,0.001,0.26,0.782,0.042,0.001,0.095,0.083,2.2029,0.360958904109589,535.829908675799,0.8811,0.9911,0.1189,0.25306314797361,902.273327049953,1278,0,0.000942507068803016,0.0319859846633487,2,0
"內湖區港富里",348.157101794033,215.005876512459,0.187,3512557,1122,703,1353,8612,0.0093,0.099,0.3448,0.5469,0.155,0.179,0.772,0.008,0.001,0,0.3,0.751,0.054,0.001,0.167,0.094,2.0569,0.356230676166151,472.181341578169,0.8917,0.9907,0.1083,0.292620137299771,895.511441647597,626,0.0165903890160183,0.00028604118993135,0.0158945383238512,2,0
"內湖區港華里",379.734649350649,163.380370985549,0.191,3654946,1181,699,1342,8024,0.0106,0.1071,0.3708,0.5116,0.142,0.172,0.762,0.008,0.001,0,0.25,0.799,0.041,0.002,0.17,0.078,2.2212,0.354298578865907,514.274095961728,0.8824,0.9895,0.1177,0.235655108929119,797.332003682111,3542,0.0718011660018411,0.00153421294875729,0.00577065511109297,2,0
"內湖區港墘里",370.07164039332,233.807645782523,0.186,2371049,1121,750,1386,5477,0.0089,0.107,0.3672,0.5169,0.162,0.183,0.78,0.005,0,0,0.26,0.793,0.052,0.001,0.253,0.072,2.1909,0.355118443316413,501.490905245347,0.8841,0.9911,0.1159,0.252025586353945,879.346695095949,285,0.0490405117270789,0,0,2,0
"內湖區湖濱里",499.311257499118,219.30342649327,0.147,4244645,1461,808,1627,7454,0.0173,0.1217,0.3884,0.4726,0.178,0.202,0.819,0.005,0,0,0.32,0.75,0.063,0.003,0.325,0.082,2.4395,0.345520734409623,671.833649889205,0.861,0.9827,0.139,0.311160151324086,1040.14407313997,3183,0.181588902900378,0,0,5,0
"內湖區湖興里",330.759448244925,165.150895518754,0.144,2949382,1084,709,1287,7850,0.009,0.091,0.322,0.578,0.183,0.166,0.82,0.006,0,0.001,0.23,0.81,0.036,0.001,0.229,0.063,1.915,0.284500144050706,424.860558916739,0.9,0.991,0.1,0.221437578814628,643.623203026482,3734,0,0.000252206809583859,0.0104845952065357,2,0
"內湖區湖元里",412.96199032481,295.914795381539,0.155,2390224,1149,718,1327,5019,0.0078,0.1064,0.3606,0.5252,0.168,0.181,0.816,0.002,0.001,0.001,0.26,0.786,0.044,0.002,0.2,0.059,2.151,0.292830020102747,533.889658253295,0.8858,0.9922,0.1142,0.25107193901858,1262.93330157218,18,0.0114340161981896,0.00190566936636494,0.00689447654138557,2,1
"內湖區葫洲里",460.589110800153,162.195953214188,0.188,3620691,1419,897,1772,6344,0.0096,0.1264,0.3901,0.4738,0.152,0.192,0.737,0.016,0.003,0,0.2,0.837,0.037,0.001,0.281,0.05,2.4052,0.414357682619647,651.437747391148,0.8639,0.9903,0.136,0.195176252319109,896.475324675325,273,0,0,0,5,0
"內湖區金湖里",710.240857142857,267.083225186033,0.15,7457529,2220,1188,2500,8403,0.0165,0.1477,0.4268,0.409,0.179,0.208,0.819,0.004,0.001,0.001,0.21,0.835,0.034,0.003,0.242,0.047,2.7419,0.421416001082984,1009.54771896575,0.8358,0.9835,0.1642,0.201344016541742,1444.12251227707,1466,0,0.00103385887826312,0.0108664828311941,5,0
"內湖區金龍里",305.328152911754,165.958889855025,0.167,1709227,921,649,1154,4936,0.0063,0.0845,0.3276,0.5816,0.156,0.195,0.806,0.004,0,0,0.31,0.745,0.05,0.001,0.219,0.103,1.8741,0.302769373981848,397.77216662788,0.9092,0.9937,0.0908,0.296223639038744,866.571848945562,2193,0.0608141245708681,0.000490436488474743,0.00281609798620863,2,0
"內湖區金瑞里",322.936792986425,144.647029370616,0.168,2283809,1007,671,1259,6083,0.0085,0.0927,0.3401,0.5586,0.164,0.176,0.793,0.004,0.002,0.001,0.26,0.784,0.042,0.002,0.172,0.085,1.9931,0.325089001311598,427.919992505153,0.8987,0.9914,0.1012,0.247505755947813,787.144666155027,793,0,0.000383729854182655,0.00115823683193556,2,0
"內湖區康寧里",353.298263852791,150.069450544545,0.21,3398376,1198,829,1552,7918,0.0109,0.107,0.3577,0.5245,0.12,0.179,0.719,0.011,0.004,0.001,0.24,0.81,0.042,0.003,0.192,0.056,2.1709,0.386222798674161,489.750108084738,0.8822,0.9892,0.1179,0.229596697364243,912.50301683074,3018,0,0.000635122261035249,0.0268283072880502,2,0
"內湖區樂康里",283.199415394609,149.858340574189,0.178,2615913,902,669,1167,7806,0.0054,0.0757,0.328,0.591,0.136,0.184,0.761,0.008,0.003,0,0.18,0.846,0.028,0.001,0.191,0.073,1.8148,0.310584562996595,371.156782065834,0.919,0.9947,0.0811,0.179527559055118,794.07968503937,699,0,0.00031496062992126,0.00429150933173298,2,0
"內湖區麗山里",359.947343378271,217.294602046575,0.172,2269468,1127,722,1359,5346,0.0123,0.1087,0.3466,0.5324,0.143,0.171,0.786,0.007,0,0,0.26,0.787,0.04,0.001,0.244,0.082,2.1493,0.350974930362117,486.279837154489,0.879,0.9877,0.121,0.244727592267135,959.531195079086,1607,0,0,0,2,0
"內湖區蘆洲里",194.0729550479,155.338965887371,0.255,263357,716,533,899,1192,0.0042,0.031,0.2341,0.7307,0.146,0.098,0.553,0.051,0.022,0.011,0.26,0.776,0.035,0,0.154,0.088,1.1602,0.338264299802761,259.72090729783,0.9648,0.9958,0.0352,0.245398773006135,827.791411042945,4065,0.0081799591002045,0,0,1,0
"內湖區明湖里",302.422932970398,160.111623232614,0.249,1777642,1031,681,1264,4789,0.0061,0.0867,0.3496,0.5577,0.113,0.17,0.643,0.022,0.002,0.002,0.19,0.844,0.032,0.001,0.258,0.068,1.9735,0.362856480408069,412.159054022722,0.9073,0.994,0.0928,0.183577405857741,875.192468619247,3783,0.126046025104602,0,0,2,0
"內湖區南湖里",484.764172709295,178.50431020245,0.208,2941549,1678,1083,2187,4922,0.0152,0.1436,0.3988,0.4423,0.162,0.167,0.727,0.012,0.001,0,0.18,0.858,0.035,0.001,0.256,0.033,2.5936,0.423076923076923,689.856707317073,0.8411,0.9847,0.1588,0.173932996787517,1072.60165213401,769,0,0.000917852225791648,0.0158295059686537,5,0
"內湖區內溝里",301.646989374262,126.403568710952,0.214,1532970,976,669,1224,4396,0.0071,0.0867,0.3264,0.5798,0.135,0.176,0.713,0.018,0.002,0.008,0.23,0.81,0.037,0.003,0.156,0.07,1.8897,0.303076923076923,393.069230769231,0.9062,0.9929,0.0938,0.223734349482852,872.481763745237,3375,0,0,0,2,0
"內湖區內湖里",382.935378054781,207.757457163747,0.138,2334757,1090,712,1386,5430,0.009,0.1182,0.3503,0.5225,0.195,0.167,0.835,0.002,0.002,0.001,0.27,0.781,0.046,0.002,0.223,0.082,2.1914,0.289824412946901,493.919399196107,0.8728,0.991,0.1272,0.260817784835252,865.478761413259,260,0.000793965859468043,0,0,2,0
