"行政區域","平均綜合所得","非營業用電_里變異","X2戶一宅比例...","綜合所得總額","平均數","中位數","第三分位數","總計.","博士比例","碩士比例","大學比例","大學以下比例","X2人一宅宅數比例...","X3人一宅宅數比例...","X1戶一宅比例...","X4戶一宅比例...","X5戶一宅比例...","X6戶以上一宅比例...","每戶平均老年人口數.人.","無老年人口戶數比例...","二位老年人口戶數比例...","三位以上老年人口戶數比例...","二名老年人口宅數比例...","喪偶比例...","平均教育程度","扶養比","成年人平均綜合所得","碩士以下","博士以下","碩博比例","老年比例","戶均用電","零售排名","商家比例","公園數量比例","公園佔地比例","分群","離群"
"松山區復建里",407.624745209947,186.621460222726,0.203,1999807,1267,837,1643,3982,0.0141,0.1354,0.3872,0.4633,0.162,0.17,0.738,0.004,0.002,0.001,0.33,0.738,0.063,0.003,0.214,0.088,2.4881,0.470623501199041,599.462529976019,0.8505,0.9859,0.1495,0.317286652078775,829.513676148797,2580,0.0908096280087527,0,0,3,0
"松山區復盛里",368.461380020597,214.214888758287,0.179,2504432,1091,702,1313,5882,0.0111,0.1117,0.3642,0.5131,0.167,0.165,0.781,0.005,0.001,0,0.42,0.671,0.081,0.004,0.172,0.109,2.2269,0.422561741314357,524.159062369192,0.8773,0.989,0.1228,0.405500982318271,1058.82829076621,1936,0,0.000392927308447937,0.0546281284752829,3,0
"松山區復勢里",430.59280072904,225.628496156205,0.18,2835023,1233,772,1502,5565,0.0129,0.133,0.3844,0.4697,0.175,0.153,0.775,0.005,0,0,0.39,0.699,0.079,0.004,0.219,0.091,2.4517,0.471942767717416,633.807958864297,0.8541,0.9871,0.1459,0.379337539432177,1195.78943217666,1093,0.000394321766561514,0.000394321766561514,0.0219272771664575,3,0
"松山區復源里",435.831479897348,200.254938580538,0.22,1528461,1347,742,1450,2791,0.0147,0.1354,0.3658,0.4841,0.138,0.162,0.713,0.011,0.002,0,0.34,0.724,0.062,0.003,0.182,0.089,2.4079,0.484130342784596,646.830723656369,0.8499,0.9853,0.1501,0.335949764521193,890.489795918367,4040,0,0.000784929356357928,0.0317302290157273,3,0
"松山區吉仁里",428.988489871087,198.980680292408,0.214,1863526,1303,802,1586,3504,0.0143,0.1219,0.4035,0.4603,0.159,0.156,0.714,0.005,0.002,0.001,0.39,0.695,0.07,0.008,0.253,0.091,2.4741,0.487671232876712,638.193835616438,0.8638,0.9857,0.1362,0.375718849840256,893.126517571885,598,0.0626198083067093,0.000638977635782748,0.0162763989436738,3,0
"松山區吉祥里",474.233792867722,235.921648323553,0.15,4162350,1309,747,1463,7674,0.0151,0.1244,0.3961,0.4643,0.182,0.182,0.815,0.002,0,0,0.38,0.705,0.077,0.004,0.265,0.079,2.4667,0.377216381609917,653.122548250431,0.8604,0.9848,0.1395,0.366060961313013,1205.29572098476,202,0.0524618991793669,0.000293083235638921,0.00864034978908239,3,0
"松山區介壽里",472.482547458665,190.704771980045,0.243,2314692,1471,856,1763,3926,0.0217,0.1485,0.3945,0.4353,0.148,0.185,0.687,0.01,0,0.001,0.43,0.678,0.09,0.005,0.266,0.096,2.6643,0.549826004428978,732.265738690288,0.8298,0.9783,0.1702,0.404614518851998,952.220596510974,1525,0,0.00056274620146314,0.00920655258309764,4,0
"松山區精忠里",598.673085061363,211.339919662067,0.181,2829329,1843,908,1807,3826,0.0251,0.15,0.4239,0.4009,0.169,0.184,0.762,0.005,0.002,0,0.43,0.674,0.072,0.013,0.246,0.097,2.8215,0.521571152607856,910.923696072118,0.8248,0.9748,0.1751,0.417626728110599,846.894585253456,185,0,0.00345622119815668,0.00615097616458621,4,0
"松山區龍田里",457.314793425144,162.497212438986,0.207,5147078,1434,983,1854,8909,0.019,0.1638,0.4238,0.3934,0.172,0.176,0.729,0.009,0.001,0,0.38,0.713,0.076,0.006,0.257,0.09,2.849,0.54665384086849,707.307681736979,0.8172,0.981,0.1828,0.368259948198729,824.335060042383,2182,0,0.000235460324935248,0.0223400363923124,4,0
"松山區美仁里",469.181606217617,188.118625317178,0.181,1811041,1474,853,1726,3032,0.0158,0.1313,0.3941,0.4588,0.166,0.138,0.734,0.01,0,0,0.37,0.708,0.062,0.008,0.232,0.08,2.5064,0.525691699604743,715.826482213439,0.8529,0.9842,0.1471,0.364437913299045,1005.00881704629,953,0.0404114621601763,0.0014695077149155,0.012895896436549,3,0
"松山區民福里",367.999547238153,230.278806826498,0.164,2438365,1067,698,1362,5943,0.0111,0.1045,0.3766,0.5078,0.196,0.167,0.804,0.004,0.001,0,0.41,0.672,0.067,0.006,0.247,0.105,2.2333,0.36646731284801,502.859352443803,0.8844,0.9889,0.1156,0.401140684410646,867.651330798479,3907,0.0650190114068441,0,0,3,0
"松山區民有里",648.613964865466,278.456264220487,0.141,5833634,1679,782,1673,7991,0.0174,0.1364,0.4203,0.4259,0.197,0.189,0.837,0.002,0,0,0.45,0.658,0.092,0.006,0.238,0.079,2.6562,0.414595784837999,917.52658068575,0.8462,0.9826,0.1538,0.433791289096755,1165.24437299035,340,0,0.000876936568254896,0.013183795189379,4,0
"松山區鵬程里",383.974399164054,207.667248311087,0.159,2204781,1188,746,1476,5144,0.0128,0.0984,0.3752,0.5136,0.198,0.188,0.792,0.005,0.001,0,0.38,0.7,0.065,0.006,0.25,0.11,2.2064,0.347254809948381,517.311356170812,0.8888,0.9872,0.1112,0.367356538099718,1062.75023518344,1449,0.0959548447789276,0.000470366886171214,0.0312024887412957,3,0
"松山區三民里",487.594888981986,191.965202199,0.166,3491667,1378,769,1558,6202,0.0148,0.1311,0.4179,0.4361,0.199,0.175,0.79,0.006,0,0,0.44,0.654,0.085,0.005,0.257,0.099,2.5914,0.473456790123457,718.45,0.854,0.9851,0.1459,0.428376068376068,833.673504273504,1914,0,0,0,3,0
"松山區松基里",689.864886303543,279.530212747832,0.144,2609069,1819,802,1733,3283,0.0174,0.1285,0.3954,0.4587,0.171,0.183,0.822,0.003,0,0,0.41,0.672,0.078,0.004,0.219,0.089,2.5092,0.386363636363636,956.403592375367,0.8541,0.9826,0.1459,0.394557823129252,1529.56054421769,622,0.0863945578231293,0,0,3,1
"松山區新東里",369.644691452664,202.541057770173,0.163,1928806,1079,722,1332,4447,0.0126,0.1104,0.3569,0.5201,0.188,0.165,0.801,0.004,0.001,0.001,0.37,0.699,0.069,0.002,0.19,0.091,2.2034,0.408367071524966,520.595411605938,0.877,0.9874,0.123,0.354518371400199,1018.59086395233,942,0.0347567030784508,0.000496524329692155,0.00903559563198742,3,0
"松山區新聚里",383.440874343048,239.791259791062,0.156,3210167,1113,705,1332,7317,0.0138,0.1166,0.3745,0.4951,0.169,0.195,0.813,0.006,0,0,0.34,0.731,0.065,0.004,0.205,0.094,2.3218,0.373584905660377,526.688597210829,0.8696,0.9862,0.1304,0.330718165359083,1219.86481593241,888,0.000301750150875075,0,0,3,0
"松山區新益里",378.469552609776,176.757732840665,0.179,1827251,1053,723,1310,4264,0.011,0.1046,0.3668,0.5176,0.191,0.192,0.781,0.003,0,0,0.42,0.676,0.078,0.008,0.257,0.094,2.1938,0.382588774341352,523.26775486827,0.8844,0.989,0.1156,0.401301518438178,949.887201735358,1800,0.0498915401301518,0,0,3,0
"松山區中華里",834.187700378898,205.013599654041,0.225,5724196,2446,950,2029,5526,0.0253,0.1708,0.4352,0.3686,0.169,0.173,0.706,0.01,0.001,0.001,0.4,0.694,0.085,0.005,0.285,0.079,2.9933,0.518813634351483,1266.97565294378,0.8038,0.9746,0.1961,0.395717684377478,1034.51149881047,2360,0,0.000396510705789056,0.0101207926398493,4,0
"松山區中崙里",377.505081081081,178.005542816478,0.198,1745961,1222,803,1497,3623,0.0157,0.1239,0.3715,0.4888,0.16,0.144,0.726,0.009,0,0,0.3,0.757,0.058,0.001,0.17,0.074,2.3707,0.513911620294599,571.509328968903,0.8603,0.9842,0.1396,0.29569266589057,952.436554132712,805,0.000582072176949942,0.000582072176949942,0.0171032755248329,2,0
"松山區中正里",559.187454145268,196.404043574303,0.228,6097380,1763,990,1898,8330,0.0187,0.1493,0.4126,0.4193,0.151,0.165,0.689,0.01,0.002,0,0.29,0.77,0.059,0.002,0.187,0.064,2.7145,0.538157709126816,860.118493440542,0.8319,0.9812,0.168,0.280970625798212,1018.33971902937,52,0.116730523627075,0.000510855683269476,0.0219896980172946,5,0
"松山區莊敬里",285.024960169942,163.937474037863,0.17,1610106,913,682,1208,4917,0.0096,0.0881,0.3276,0.5747,0.18,0.185,0.788,0.004,0,0.002,0.43,0.657,0.085,0.003,0.196,0.121,1.9254,0.40382703777336,400.125745526839,0.9023,0.9904,0.0977,0.421380632790029,830.4769894535,3320,0.0474592521572387,0.000479386385426654,0.00649207067313142,3,0
"松山區自強里",388.222687439143,195.124788642546,0.192,3987047,1294,800,1560,8740,0.0144,0.1421,0.3887,0.4548,0.185,0.179,0.76,0.006,0.001,0,0.48,0.646,0.094,0.012,0.353,0.129,2.537,0.473034997131383,571.865605278256,0.8435,0.9856,0.1565,0.4624,980.9992,2974,0,0,0,4,0
"萬華區保德里",289.573201692525,132.724024632266,0.166,1026537,997,603,1108,3090,0.01,0.0738,0.2997,0.6165,0.163,0.155,0.78,0.012,0,0.002,0.39,0.687,0.074,0.001,0.196,0.107,1.7316,0.385306760453302,401.147713950762,0.9162,0.99,0.0838,0.379785604900459,682.843032159265,1313,0.0467075038284839,0.000765696784073507,0.015322432005648,1,0
"萬華區菜園里",257.831045906294,179.197746626592,0.164,1634391,902,609,1063,5574,0.0054,0.0712,0.2731,0.6503,0.183,0.15,0.778,0.013,0.002,0.003,0.36,0.692,0.049,0.003,0.13,0.11,1.5682,0.382853403141361,356.542539267016,0.9234,0.9946,0.0766,0.353685778108712,899.725241995532,4477,0.105733432613552,0.000372300819061802,0.00577413290581286,1,0
"萬華區頂碩里",253.217413905133,178.981664200493,0.183,1948508,858,585,1037,6793,0.0054,0.0751,0.2706,0.6489,0.174,0.164,0.759,0.008,0.003,0.003,0.36,0.695,0.053,0.002,0.179,0.118,1.5816,0.358340688437776,343.955516328332,0.9195,0.9946,0.0805,0.356432360742706,766.746021220159,1193,0,0,0,1,0
"萬華區福星里",265.760869565217,204.687033990454,0.119,1540350,976,618,1087,5008,0.012,0.0701,0.2754,0.6426,0.198,0.136,0.845,0.006,0.002,0,0.34,0.71,0.041,0.003,0.126,0.119,1.6302,0.417114914425428,376.61369193154,0.918,0.9881,0.0821,0.329775487670225,1057.03570114096,783,0.119249171880751,0.000368052999631947,0.00603455681773651,2,0
"萬華區福音里",376.137223122636,251.420285708038,0.169,1392460,1218,588,1016,3453,0.0064,0.0846,0.2968,0.6122,0.168,0.168,0.784,0.011,0.002,0.001,0.39,0.68,0.061,0.003,0.185,0.107,1.7524,0.3870363431997,521.715998501311,0.909,0.9936,0.091,0.380300957592339,1194.35772913817,1724,0.5109439124487,0.000683994528043776,0.0191014617320861,2,0
"萬華區富福里",225.792054233013,123.065886513157,0.182,1432199,979,605,1073,5775,0.0055,0.0599,0.2426,0.6919,0.176,0.141,0.77,0.008,0.004,0.002,0.32,0.721,0.036,0.002,0.17,0.08,1.3793,0.334244846445099,301.26188472865,0.9345,0.9944,0.0654,0.314903082300604,524.882745471878,4246,0,0.000317762948840165,0.00244049349393084,2,0
"萬華區富民里",219.993208828523,205.235543657365,0.17,1166184,788,577,1001,4658,0.0067,0.064,0.2462,0.6831,0.186,0.137,0.759,0.011,0.006,0.008,0.41,0.651,0.053,0.004,0.145,0.106,1.4291,0.408716449641244,309.908052086102,0.9293,0.9933,0.0707,0.403090507726269,999.769536423841,1250,0.045916114790287,0,0,1,0
"萬華區和德里",155.527329925285,203.975194606278,0.171,1186518,713,524,878,6591,0.0047,0.0511,0.2288,0.7154,0.166,0.176,0.783,0.008,0.001,0.001,0.36,0.702,0.061,0.003,0.178,0.14,1.2641,0.37088948787062,213.210781671159,0.9442,0.9953,0.0558,0.356115107913669,1029.36618705036,1254,0.174460431654676,0,0,1,0
"萬華區和平里",187.712049203243,181.891260781774,0.19,1342892,714,549,911,6421,0.0045,0.0572,0.2375,0.7008,0.174,0.169,0.756,0.009,0.003,0.001,0.4,0.682,0.073,0.004,0.211,0.126,1.3337,0.359042553191489,255.108662613982,0.9383,0.9955,0.0617,0.393851717902351,886.286075949367,1524,0.0249547920433996,0,0,1,0
"萬華區華江里",209.564724374088,205.08689195608,0.19,1866593,762,554,928,7893,0.0042,0.0526,0.2669,0.6763,0.167,0.16,0.763,0.007,0,0,0.37,0.699,0.066,0.002,0.176,0.116,1.421,0.350978310329137,283.117397239496,0.9432,0.9958,0.0568,0.365147783251232,813.497536945813,3434,0,0.000923645320197044,0.00419717798920027,1,0
"萬華區華中里",224.801077752117,182.137754563799,0.184,1460083,818,588,1037,5730,0.0075,0.0579,0.263,0.6716,0.169,0.175,0.772,0.005,0.002,0.001,0.42,0.662,0.077,0.004,0.237,0.129,1.4669,0.40280777537797,315.352699784017,0.9346,0.9925,0.0654,0.418760469011725,939.043551088777,2033,0,0,0,1,0
"萬華區錦德里",211.246594240386,229.538587976782,0.197,1225019,762,554,974,5085,0.0047,0.0529,0.2486,0.6938,0.175,0.155,0.755,0.006,0.001,0.001,0.4,0.672,0.071,0.001,0.255,0.129,1.3541,0.371246157484039,289.67108063372,0.9424,0.9953,0.0576,0.392725598526704,921.005524861878,4457,0.067219152854512,0.000460405156537753,0.0133493814264541,1,0
"萬華區凌霄里",195.796918413741,160.642739704819,0.203,775160,755,567,951,3485,0.004,0.0522,0.233,0.7108,0.194,0.166,0.753,0.004,0.002,0,0.39,0.667,0.05,0.001,0.081,0.158,1.2812,0.389122807017544,271.985964912281,0.9438,0.996,0.0562,0.378186129223474,709.442205097807,0,0,0,0,1,0
"萬華區柳鄉里",184.994997319993,192.873410127325,0.224,1035417,724,528,918,4959,0.0032,0.0393,0.2202,0.7372,0.177,0.155,0.721,0.012,0.003,0.002,0.41,0.662,0.07,0.001,0.267,0.134,1.1454,0.380271270036991,255.343279901356,0.9574,0.9967,0.0425,0.405647058823529,855.128470588235,0,0,0.00141176470588235,0.00235083335343303,1,0
"萬華區綠堤里",150.794983642312,217.741265250379,0.144,691395,668,527,844,4099,0.0039,0.0317,0.2205,0.7438,0.199,0.183,0.818,0.01,0.001,0,0.43,0.642,0.069,0,0.213,0.174,1.1073,0.3885523924894,209.386735311932,0.9643,0.996,0.0356,0.414827391058291,898.619694397284,2212,0,0.000565930956423316,0.00731593103069108,1,0
"萬華區銘德里",232.029345832484,204.760948533245,0.174,1138568,805,572,976,4331,0.0048,0.0603,0.2514,0.6834,0.18,0.158,0.785,0.004,0,0,0.39,0.683,0.073,0.002,0.208,0.133,1.4106,0.366852367688022,317.149860724234,0.9348,0.9951,0.0651,0.385032537960954,1007.19956616052,4208,0,0,0,1,0
"萬華區青山里",209.8270297529,268.482357482091,0.181,1248261,814,556,958,5330,0.0054,0.0484,0.2458,0.7004,0.196,0.149,0.762,0.008,0.004,0.004,0.37,0.693,0.051,0.003,0.125,0.11,1.3222,0.34959165154265,283.180807622505,0.9462,0.9946,0.0538,0.349273144605968,1318.02907421576,378,0.122800306044376,0.00114766641162969,0.0113470774058587,1,1
"萬華區全德里",259.94020385051,226.022677013406,0.194,1147636,924,639,1123,3954,0.0101,0.0824,0.2858,0.6216,0.158,0.166,0.751,0.008,0.003,0.001,0.39,0.69,0.074,0.003,0.21,0.112,1.7285,0.429727979274611,371.64378238342,0.9074,0.9898,0.0925,0.376673040152964,1141.5666029318,1248,0.340344168260038,0,0,1,1
"萬華區仁德里",390.774531989303,193.101061792244,0.137,1899555,1144,662,1298,4489,0.0143,0.106,0.3333,0.5464,0.197,0.153,0.829,0.005,0.005,0.001,0.37,0.688,0.053,0.004,0.15,0.109,2.0979,0.346537396121884,526.192520775623,0.8797,0.9857,0.1203,0.366903073286052,956.91914893617,53,0.42080378250591,0,0,3,0
"萬華區日善里",214.881996974281,179.067232003806,0.21,852222,794,590,997,3396,0.0056,0.0695,0.2656,0.6593,0.166,0.161,0.74,0.007,0.003,0,0.35,0.72,0.064,0.001,0.239,0.127,1.5298,0.367114788004136,293.7683557394,0.9249,0.9944,0.0751,0.334725121781489,917.897007654836,4362,0.0215727209464161,0.00069589422407794,0.00731574488812875,1,0
"萬華區日祥里",238.859524222955,168.80911630847,0.166,1375592,860,585,1069,5127,0.0117,0.0677,0.2643,0.6563,0.196,0.171,0.796,0.004,0.002,0,0.44,0.633,0.066,0.002,0.181,0.159,1.5687,0.434728450423518,342.698555057299,0.9206,0.9883,0.0794,0.431469979296066,861.387991718427,2652,0.0281573498964803,0,0,1,0
"萬華區榮德里",180.674148402429,222.746025364454,0.199,684213,724,549,938,3343,0.0051,0.0491,0.2288,0.717,0.172,0.16,0.748,0.004,0.007,0.001,0.46,0.63,0.091,0.002,0.2,0.155,1.2557,0.402592592592593,253.412222222222,0.9458,0.9949,0.0542,0.453371592539455,1149.19296987088,0,0.0272596843615495,0.000717360114777618,0.00323192274882527,1,1
"萬華區壽德里",246.626852347795,169.625737497088,0.195,1381357,887,617,1111,4758,0.0076,0.083,0.2879,0.6215,0.16,0.159,0.744,0.006,0.003,0,0.36,0.708,0.059,0.002,0.19,0.121,1.718,0.371449559255632,338.236287952987,0.9094,0.9924,0.0906,0.348325837081459,860.084457771114,2915,0,0.000499750124937531,0.011664897415073,1,0
"萬華區雙園里",260.095866141732,165.052967626659,0.187,1321287,912,620,1076,4224,0.0085,0.0795,0.2725,0.6394,0.172,0.146,0.749,0.013,0.004,0.003,0.35,0.708,0.047,0.003,0.155,0.108,1.6435,0.427367237988199,371.252318066873,0.9119,0.9914,0.088,0.338817480719794,686.497686375321,0,0.0277634961439589,0,0,1,0
"萬華區糖廍里",0.44920993227991,192.535276580683,0.194,2587,431,498,525,5081,0.0069,0.0734,0.2803,0.6394,0.174,0.16,0.761,0.006,0.001,0.001,0.41,0.676,0.067,0.003,0.151,0.128,1.6237,0.373152122079161,0.616833571769194,0.9197,0.9931,0.0803,0.394303515798843,782.494437027147,1347,0.041388518024032,0.00178015131286159,0,1,0
"萬華區騰雲里",299.437697659709,176.707579612918,0.186,946822,974,584,1087,2899,0.0062,0.0797,0.3004,0.6137,0.203,0.177,0.767,0.007,0,0,0.37,0.694,0.057,0.002,0.197,0.103,1.7356,0.326342281879195,397.156879194631,0.9141,0.9938,0.0859,0.358015267175573,736.783969465649,2882,0,0,0,2,0
"萬華區萬壽里",302.696413678065,208.002865051644,0.142,1088799,1031,637,1214,3159,0.0089,0.0772,0.2808,0.6331,0.193,0.115,0.821,0.01,0.001,0.001,0.32,0.722,0.032,0.005,0.098,0.077,1.6665,0.388803088803089,420.385714285714,0.9139,0.9911,0.0861,0.30651945320715,1070.15772870662,104,0,0,0,2,0
"萬華區西門里",327.756397390868,217.66596665714,0.152,1306437,1036,637,1126,3482,0.0158,0.0956,0.2972,0.5913,0.212,0.128,0.802,0.008,0.003,0.001,0.32,0.727,0.041,0.003,0.107,0.082,1.9046,0.392245895913378,456.31749912679,0.8885,0.9841,0.1114,0.313686313686314,1161.41508491508,128,0.168831168831169,0,0,2,0
"萬華區孝德里",210.348,184.584569343303,0.178,736218,761,572,969,3068,0.0059,0.0518,0.248,0.6943,0.16,0.173,0.767,0.009,0,0,0.39,0.697,0.084,0.002,0.205,0.112,1.3559,0.361867704280156,286.466147859922,0.9423,0.9941,0.0577,0.376845376845377,901.737373737374,2057,0,0,0,1,0
"萬華區新安里",196.523466257669,142.800436018063,0.205,1281333,760,546,936,5756,0.0054,0.0544,0.2443,0.696,0.201,0.158,0.746,0.006,0.001,0,0.39,0.671,0.056,0.002,0.168,0.152,1.3522,0.366876310272537,268.623270440252,0.9403,0.9947,0.0598,0.373782771535581,634.367415730337,4051,0,0,0,1,0
"萬華區新和里",261.351601741266,176.552265587518,0.204,2341449,906,648,1161,7914,0.0111,0.092,0.3271,0.5697,0.188,0.187,0.744,0.006,0.001,0,0.41,0.666,0.067,0.005,0.198,0.148,1.9603,0.366951480012206,357.254958803784,0.8968,0.9888,0.1031,0.398855507868383,703.02861230329,1079,0.0746781115879828,0,0,3,0
"萬華區新起里",349.450758702767,231.734211641235,0.145,2349008,1026,623,1197,6010,0.0128,0.1007,0.3136,0.5729,0.189,0.148,0.816,0.009,0.002,0,0.36,0.703,0.054,0.005,0.176,0.091,1.9738,0.369321654104706,478.510490935017,0.8865,0.9872,0.1135,0.354860410359906,1152.20719811638,653,0.289606458123108,0,0,2,0
"萬華區新忠里",227.073724007561,167.381281158733,0.185,840854,827,580,1057,3234,0.0142,0.0959,0.2962,0.5937,0.224,0.185,0.783,0.004,0.001,0,0.53,0.577,0.09,0.006,0.241,0.185,1.888,0.490740740740741,338.508051529791,0.8899,0.9858,0.1101,0.519871794871795,679.626923076923,403,0.0891025641025641,0,0,3,0
"萬華區興德里",174.158839251623,236.89729133266,0.215,912244,779,583,974,4351,0.0039,0.0508,0.2489,0.6964,0.159,0.166,0.74,0.005,0.002,0.002,0.39,0.68,0.067,0.002,0.228,0.128,1.3355,0.414528760464488,246.352687010532,0.9453,0.9961,0.0547,0.382172701949861,1178.30863509749,3763,0,0,0,1,1
"萬華區忠德里",201.97077021549,174.143770593695,0.197,946637,756,550,988,3963,0.0048,0.0553,0.2642,0.6758,0.158,0.147,0.736,0.013,0.001,0.001,0.41,0.662,0.068,0.002,0.14,0.139,1.4318,0.425486618004866,287.906630170316,0.94,0.9953,0.0601,0.40427993059572,734.836321573164,766,0.10989010989011,0,0,1,0
"萬華區忠貞里",199.343975082733,134.708252652907,0.159,1024030,779,546,946,4587,0.0065,0.0554,0.2487,0.6893,0.215,0.134,0.81,0.002,0,0.001,0.49,0.576,0.063,0.001,0.111,0.157,1.3857,0.481257208765859,295.27970011534,0.938,0.9934,0.0619,0.47812906019922,579.733217843222,0,0,0,0,1,0
"文山區博嘉里",396.27569136224,122.833593093411,0.143,2321383,1269,749,1398,5220,0.0157,0.1144,0.3341,0.5358,0.167,0.188,0.789,0.013,0.005,0.004,0.34,0.726,0.058,0.005,0.215,0.099,2.1641,0.351326412918108,535.497808535179,0.8699,0.9843,0.1301,0.334400731930467,752.05901189387,4361,0.00777676120768527,0.000457456541628545,0.000279746826066516,3,0
"文山區華興里",411.940321016913,155.862094814671,0.143,3824042,1344,804,1617,8009,0.0205,0.1282,0.3455,0.5058,0.189,0.187,0.82,0.004,0.003,0.001,0.34,0.729,0.061,0.003,0.249,0.091,2.3357,0.388423571642238,571.947651809752,0.8513,0.9795,0.1487,0.326216908625107,858.00512382579,408,0,0.000284656988329063,0.00530022372724065,3,0
"文山區景東里",323.006559485531,138.555945425849,0.207,2511376,1087,791,1441,6400,0.0144,0.1191,0.3531,0.5134,0.163,0.178,0.738,0.008,0.001,0.001,0.28,0.767,0.046,0.002,0.163,0.087,2.2566,0.414922656960874,457.029299363057,0.8665,0.9856,0.1335,0.2778352292313,792.980696311617,858,0.0455015511892451,0,0,2,0
"文山區景華里",344.831114675221,173.467679636999,0.214,2150022,1124,729,1376,5241,0.0181,0.1166,0.3534,0.5119,0.147,0.176,0.717,0.012,0.001,0.001,0.37,0.704,0.07,0.004,0.221,0.099,2.2761,0.44028644028644,496.655578655579,0.8653,0.9819,0.1347,0.362995594713656,896.710572687225,1348,0.0295154185022026,0,0,3,0
"文山區景美里",374.641509433962,183.167894868739,0.2,2065024,1175,759,1443,4602,0.0172,0.1304,0.3724,0.48,0.164,0.164,0.735,0.009,0.001,0.001,0.39,0.697,0.072,0.006,0.217,0.087,2.4268,0.473009086050241,551.850347407803,0.8524,0.9828,0.1476,0.375486381322957,983.269455252918,0,0,0,0,3,0
"文山區景慶里",288.923022698435,149.776818480194,0.243,2049331,971,674,1273,5912,0.0142,0.1008,0.3369,0.548,0.144,0.174,0.684,0.015,0.002,0,0.37,0.706,0.066,0.003,0.233,0.104,2.0802,0.438742393509128,415.685801217039,0.8849,0.9857,0.115,0.358156028368794,805.946808510638,2401,0.00551615445232467,0,0,2,0
"文山區景仁里",352.655003909304,167.378947336403,0.203,1804183,1126,768,1447,4154,0.0159,0.1343,0.3584,0.4913,0.158,0.169,0.734,0.01,0.002,0,0.34,0.732,0.057,0.005,0.117,0.089,2.3825,0.430648769574944,504.525447427293,0.8497,0.984,0.1502,0.324763903462749,846.312172088143,3432,0.196747114375656,0.00104931794333683,0.00685339951243912,3,0
"文山區景行里",296.366789765233,184.592646029893,0.196,2247053,1067,729,1339,6302,0.0133,0.1058,0.3347,0.5462,0.149,0.153,0.733,0.012,0.004,0,0.27,0.777,0.042,0.003,0.151,0.087,2.0933,0.453047144499808,430.634917592947,0.8809,0.9867,0.1191,0.264318630678078,999.751481237656,371,0.0289664252797893,0.00032916392363397,0.0191408183859762,2,0
"文山區老泉里",148.721774193548,105.33558703512,0.195,147532,741,538,882,827,0.0048,0.0206,0.2019,0.7727,0.098,0.092,0.488,0.073,0.012,0.043,0.35,0.693,0.042,0,0,0.131,0.9744,0.425287356321839,211.971264367816,0.9746,0.9952,0.0254,0.342618384401114,673.451253481894,0,0.00557103064066852,0,0,1,0
"文山區明興里",341.266130151242,133.786340522497,0.145,2459505,1026,749,1332,6349,0.0135,0.112,0.3397,0.5347,0.177,0.188,0.832,0.001,0.002,0,0.29,0.766,0.048,0.001,0.259,0.092,2.1523,0.313707619394823,448.323915421072,0.8744,0.9864,0.1255,0.282106782106782,629.501443001443,3947,0,0,0,2,0
"文山區明義里",199.341063224677,198.974224890152,0.123,911188,1008,584,1163,3941,0.0114,0.0632,0.2695,0.6559,0.176,0.232,0.859,0.002,0,0,0.3,0.739,0.038,0.002,0.236,0.12,1.5598,0.424431287005298,283.947647242131,0.9254,0.9886,0.0746,0.295302013422819,813.326418547895,3812,0.163514338010982,0.00061012812690665,0.0036754658475402,2,0
"文山區木柵里",420.723528774249,183.053863642328,0.145,3882016,1367,775,1541,7983,0.0219,0.1283,0.352,0.4978,0.18,0.174,0.824,0.004,0.001,0,0.38,0.698,0.077,0.003,0.245,0.103,2.3749,0.418447348193697,596.774173712529,0.8498,0.9781,0.1502,0.378194207836457,875.21152754117,228,0.0176036342986939,0.000283929585462805,0.00271381320397755,3,0
"文山區木新里",271.533740574592,146.411827928656,0.16,2844859,979,635,1189,9358,0.0149,0.0877,0.2964,0.601,0.159,0.171,0.792,0.005,0.001,0.001,0.3,0.751,0.047,0.002,0.222,0.083,1.8459,0.323521980798383,359.380874178878,0.8974,0.9851,0.1026,0.288981288981289,624.434973434973,3342,0.000693000693000693,0.000462000462000462,0.0141365344996216,2,0
"文山區試院里",379.110438729198,176.981865862383,0.156,2756512,1167,770,1429,6252,0.0194,0.1256,0.3698,0.4853,0.184,0.183,0.801,0.005,0.001,0,0.33,0.736,0.053,0.004,0.171,0.096,2.4074,0.373960695389267,520.882842025699,0.8551,0.9807,0.145,0.311939763356042,880.105772678379,2576,0.0107565435640014,0.000358551452133381,0.0034670805829576,3,0
"文山區順興里",297.930011128972,174.407285764879,0.19,2409360,1003,657,1242,6825,0.0103,0.0903,0.3207,0.5788,0.158,0.173,0.765,0.005,0,0,0.29,0.756,0.044,0.002,0.19,0.1,1.9173,0.380740993682773,411.364179614137,0.8995,0.9898,0.1006,0.288058659217877,734.017108938547,319,0,0.000698324022346369,0.0254558297759532,2,0
"文山區萬芳里",340.394527067222,166.961511543336,0.141,2861016,1048,731,1366,7239,0.0157,0.1234,0.3484,0.5125,0.181,0.201,0.831,0.004,0,0,0.28,0.769,0.045,0.001,0.226,0.082,2.2753,0.334550651000318,454.273737694506,0.8609,0.9843,0.1391,0.271714922048998,923.217308304168,1371,0.00159083678014636,0.000636334712058543,0.0326695769286609,2,0
